Hour,Weekday,Month,NumVehicles,RoadClass,RoadSurface,LightConditions,WeatherConditions,VehicleType,CasualtySeverity
18,2,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
17,4,8,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
19,3,8,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
21,5,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,M/cycle 50cc and under,Serious
23,2,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
19,4,9,1,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
18,5,9,3,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Serious
17,6,9,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
17,1,10,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
17,6,10,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
23,1,10,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
0,7,10,3,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
7,4,10,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
21,6,10,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
22,5,10,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
18,3,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
1,4,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
7,5,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Serious
20,2,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
17,7,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
3,7,2,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
6,2,4,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
17,2,4,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 125cc and up to 500cc,Serious
20,4,5,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
17,1,4,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
17,4,5,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
17,6,5,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
17,5,5,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
18,6,6,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 125cc and up to 500cc,Serious
18,4,6,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
17,7,6,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
18,5,6,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Serious
19,5,6,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
21,3,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Serious
20,4,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
3,7,6,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
3,7,6,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Serious
20,5,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Serious
17,3,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
6,6,2,4,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
6,6,2,4,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,5,2,6,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,3,3,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,3,3,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,6,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
23,6,4,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
1,7,5,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
2,6,5,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
20,4,4,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,4,4,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
5,5,5,3,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,7,6,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,6,6,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
23,2,6,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,6,6,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
1,6,5,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,5,7,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
22,6,7,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
21,5,4,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Slight
23,5,7,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,2,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
5,6,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,6,9,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,6,9,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
5,7,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,5,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
21,5,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,5,9,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Taxi/Private hire car,Slight
22,3,10,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,1,10,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,2,11,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
3,7,11,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,3,11,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,2,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
18,4,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,5,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
18,7,12,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,6,12,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Taxi/Private hire car,Slight
6,4,12,4,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,6,1,4,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,6,1,4,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,4,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,1,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,2,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,4,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,4,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,7,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,5,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
2,6,2,1,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,5,3,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,6,3,3,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,3,3,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,1,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,1,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,3,3,6,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,3,3,6,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
23,6,4,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
23,6,4,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
1,1,4,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
22,1,5,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
23,3,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
3,4,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,3,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
2,1,8,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,7,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
21,6,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,2,9,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
23,6,10,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,6,10,3,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,6,10,3,B,Dry,Darkness: street lighting unknown,Fine without high winds,Taxi/Private hire car,Slight
6,5,10,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,6,10,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
4,5,10,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
6,2,11,1,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,10,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Taxi/Private hire car,Slight
17,7,11,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,7,11,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,6,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
17,6,11,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
21,3,11,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,3,11,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
22,3,11,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,3,11,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,6,12,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,2,12,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
3,7,12,1,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
22,3,12,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,4,12,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,3,1,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,1,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,1,2,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,1,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,2,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,2,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,2,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,6,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
1,6,1,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,5,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,5,1,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,4,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
18,5,1,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,3,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
19,6,1,3,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,4,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
1,6,2,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
0,7,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
21,1,2,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
20,2,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
3,5,2,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,5,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,3,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
18,3,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
22,3,2,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,4,2,2,A(M),Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,4,2,2,A(M),Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
5,6,2,3,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
19,4,2,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
5,6,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
5,6,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,3,2,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
7,4,3,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
7,5,3,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,5,3,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
18,4,3,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,4,3,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,1,3,4,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,3,4,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
2,3,3,3,B,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
1,7,3,1,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
1,4,3,1,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
17,1,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Slight
17,7,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
21,1,3,2,A,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
7,3,3,2,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
19,2,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,3,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
18,3,3,3,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,3,3,1,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Motorcycle over 500cc,Slight
17,4,3,2,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedal cycle,Slight
17,1,3,4,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Car,Slight
